food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
turkey vegetable soup,72,3.0,0.9,1.3,0.7,8.6,2.6,3.1,0.5,2.4,0.9,223.9,0.1,0.031,0.076,0.077,0.097,1.0,0.9,0.079,0.0,0.0,0.8,0.017,16.9,0.2,0.8,4.8,0.5,41.0,175.9,0.017,0.6,33.0
wonton soup,71,0.6,0.1,0.2,0.2,11.7,0.8,4.6,0.4,8.9,0.9,203.3,0.043,0.08,0.06,0.074,0.043,1.3,0.3,0.2,1.6,0.0,0.1,0.058,11.2,0.041,0.5,6.7,0.042,40.1,71.4,0.074,0.3,30.692
gazpacho soup,70,0.4,0.008,0.059,0.1,6.6,2.2,10.7,0.7,0.0,1.1,346.0,0.0,0.058,0.012,0.0,0.091,1.4,0.3,0.2,10.7,0.0,0.7,0.041,36.9,0.2,1.5,11.1,1.1,55.4,339.5,0.019,0.4,67.5
chicken rice soup,127,3.2,1.0,1.4,0.7,13.0,1.4,12.3,1.0,12.0,0.9,208.3,0.047,0.018,0.074,0.051,0.002,4.1,0.4,0.012,3.8,0.0,0.6,0.084,33.6,0.2,1.9,9.6,0.2,72.0,108.0,0.077,1.0,68.818
vegetable soup,149,4.0,0.6,1.7,1.5,24.6,7.9,4.3,1.3,0.0,1.3,214.0,0.0,0.1,0.051,0.0,0.049,1.9,0.7,0.1,3.0,0.0,2.9,0.041,42.8,0.3,2.2,15.1,0.9,70.6,430.9,0.088,1.0,82.2
chili beef soup,308,6.7,3.3,2.7,0.2,49.6,13.4,13.4,6.6,26.3,2.1,186.4,0.2,0.0,0.1,0.004,0.067,0.2,2.1,0.6,0.3,8.2,0.0,2.8,0.072,86.8,0.8,4.3,50.0,2.1,297.2,1052.0,0.001,77.607
chicken soup,174,6.5,1.9,2.9,1.3,16.9,2.1,12.4,1.5,29.4,0.9,206.1,0.027,0.055,0.072,0.049,0.2,4.3,0.4,0.03,1.2,0.0,0.3,0.085,24.5,0.2,1.7,7.4,0.2,110.3,171.5,0.099,1.0,64.716
pea soup,161,2.8,1.4,1.0,0.4,25.6,8.3,8.3,4.9,0.0,0.015,219.0,0.055,0.1,0.008,0.0,0.074,1.2,0.0,0.008,1.6,0.0,0.2,0.066,31.1,0.4,1.9,38.9,0.0,121.7,183.9,0.041,1.7,76.26
hot sour soup,91,2.8,0.5,0.7,0.7,10.1,1.0,6.0,1.2,48.9,0.9,211.2,0.088,0.032,0.021,0.006,0.03,1.2,0.5,0.1,0.0,0.017,0.9,0.059,44.3,0.032,1.5,21.0,0.2,74.6,128.2,0.084,0.5,65.954
cheese soup,203,9.7,6.1,2.7,0.3,28.0,9.3,2.0,5.5,7.4,1.7,202.6,0.2,0.023,0.055,0.0,0.3,0.8,0.2,0.034,0.0,0.0,1.4,0.074,89.3,0.2,0.4,29.8,0.5,81.8,91.8,0.036,0.4,135.1
cream of potato soup,186,4.7,2.4,1.1,0.8,32.2,3.6,3.8,3.3,2.5,1.5,215.2,0.087,0.012,0.067,0.0,0.096,1.1,1.8,0.0,0.5,0.0,0.2,0.056,42.8,0.5,0.9,32.8,0.8,103.3,415.8,0.05,0.4,88.202
bean with bacon soup,106,2.1,1.0,0.9,0.2,16.4,0.6,5.5,9.0,2.7,0.9,237.8,0.0,0.086,0.069,0.0,0.3,0.4,0.084,0.099,1.1,0.0,0.6,0.009,55.7,0.3,1.3,29.2,0.5,90.1,326.0,0.015,0.7,91.1
fish broth,39,1.5,0.3,0.3,0.6,1.0,0.2,4.9,0.0,0.0,0.5,234.2,0.068,0.0,0.055,0.022,0.089,3.3,0.0,0.057,0.0,0.0,0.4,0.094,73.2,0.1,0.5,2.4,0.0,73.2,209.8,0.071,0.2,81.193
minestrone soup,167,5.0,1.1,1.4,2.2,22.6,3.7,8.6,2.0,2.5,1.3,204.1,0.0,0.1,0.086,0.0,0.008,1.9,0.7,0.2,2.2,0.0,1.1,0.052,68.9,0.2,1.8,14.8,0.7,113.2,627.3,0.029,1.5,111.1
clam chowder soup,154,4.4,0.8,0.8,2.6,24.5,6.8,4.4,3.0,5.0,1.8,212.4,0.051,0.087,0.053,0.065,0.086,1.6,0.4,0.2,8.1,0.0,2.6,0.011,47.9,0.3,3.3,20.2,0.8,83.2,378.0,0.057,1.9,95.69
tomato vegetable soup,54,0.8,0.4,0.3,0.054,9.9,2.4,1.9,0.7,0.0,0.3,230.9,0.0,0.088,0.03,0.0,0.091,1.2,0.1,0.095,2.9,0.0,0.4,0.079,19.6,0.1,0.6,9.8,0.1,34.3,164.2,0.06,0.2,36.4
cream of rice coup,127,0.2,0.07,0.071,0.032,28.1,0.022,2.2,0.2,0.0,0.4,213.5,0.0,0.0,0.028,0.0,0.0,1.0,0.2,0.029,0.0,0.0,0.092,0.0,7.3,0.004,0.5,7.3,0.4,41.5,48.8,0.008,0.4,38.5
cream of celery soup,181,11.2,2.8,2.6,5.0,17.7,3.4,3.3,1.5,27.7,1.3,214.1,0.042,0.069,0.052,0.0,0.049,0.7,2.3,0.001,0.5,0.0,3.5,0.002,80.6,0.3,1.3,12.6,0.5,75.6,247.0,0.051,0.3,116.189
chicken gravy,188,13.6,3.4,6.1,3.6,12.9,1.9,4.6,1.0,4.8,1.0,203.1,0.088,0.091,0.02,0.057,0.1,1.1,0.076,0.012,0.0,0.0,0.3,0.046,47.6,0.2,1.1,4.8,0.5,69.0,259.4,0.02,1.9,80.872
tomato rice soup,240,5.5,1.0,1.2,2.7,44.1,15.2,4.2,3.4,2.6,1.6,199.0,0.042,0.1,0.049,0.0,0.1,2.1,0.3,0.2,29.7,0.0,4.5,0.081,46.4,0.3,1.6,10.3,0.8,67.1,663.1,0.098,1.0,134.933
ramen noodle soup dry,371,13.3,6.4,5.6,1.2,53.9,1.3,8.9,2.0,0.0,1.7,4.2,0.0,0.9,0.008,0.035,0.2,3.5,0.2,0.014,0.3,0.0,1.3,0.038,24.7,0.1,3.4,19.6,0.4,101.2,152.2,0.021,0.7,106.5
chicken bouillon dry,11,0.6,0.1,0.2,0.2,0.7,0.7,0.7,0.0,0.5,1.0,0.043,0.0,0.078,0.086,0.004,0.008,0.016,0.085,0.026,0.048,0.0,0.06,0.0,7.5,0.0,0.061,2.2,0.048,6.6,12.4,0.079,0.083,9.502
cream of asparagus soup,174,8.2,2.1,1.9,3.7,21.5,1.8,4.6,1.0,10.1,1.7,211.8,0.091,0.1,0.089,0.0,0.2,1.6,0.3,0.033,5.5,0.0,1.2,0.01,58.0,0.3,1.6,7.6,0.8,78.1,347.8,0.009,1.8,100.43
turkey noodle soup,139,4.0,1.1,1.6,1.0,17.3,1.0,7.8,1.5,10.1,1.6,217.7,0.082,0.1,0.06,0.052,0.1,2.8,0.4,0.017,0.3,0.0,0.4,0.062,22.7,0.3,1.9,10.1,0.5,95.8,151.2,0.028,1.2,55.582
beef broth powder,8,0.3,0.2,0.1,0.04,0.6,0.6,0.6,0.0,0.4,0.9,0.1,0.0,0.029,0.073,0.008,0.075,0.2,0.075,0.044,0.0,0.0,0.068,0.016,2.2,0.0,0.03,1.8,0.033,11.5,16.1,0.032,0.0,3.739
split pea soup,180,2.3,0.8,0.9,0.4,29.9,12.8,9.7,4.8,5.1,0.4,208.5,0.0,0.2,0.019,0.0,0.079,1.2,0.6,0.2,0.0,0.0,0.5,0.022,43.0,0.3,1.9,35.4,0.5,136.6,463.0,0.088,1.0,91.6
chicken stock,86,2.9,0.8,1.4,0.5,8.5,3.8,6.0,0.0,7.2,0.3,221.2,0.009,0.073,0.059,0.0,0.2,3.8,0.0,0.1,0.5,0.0,0.046,0.081,7.2,0.1,0.5,9.6,0.0,64.8,252.0,0.091,0.3,25.696
onion soup,113,3.5,0.5,1.5,1.3,16.4,6.7,7.5,1.7,0.0,1.3,212.4,0.02,0.022,0.099,0.0,0.016,1.2,0.0,0.095,2.5,0.0,0.5,0.088,54.1,0.2,1.4,4.9,0.5,22.1,137.8,0.073,1.2,87.173
chicken gumbo soup,113,2.9,0.7,1.3,0.7,16.8,4.9,5.3,4.0,7.6,1.7,221.8,0.0,0.5,0.041,0.0,0.8,1.3,0.4,0.1,10.1,0.0,0.9,0.024,47.9,0.3,1.8,7.6,0.5,50.4,151.2,0.084,0.8,88.8
biscuit kentucky fried chicken,185,9.1,2.2,6.1,0.6,22.1,1.7,3.8,0.8,0.5,0.5,15.1,0.0,0.2,0.0,0.074,0.1,1.7,0.2,0.035,0.0,0.0,0.7,0.071,31.2,0.009,1.5,7.8,0.2,304.7,59.8,0.076,0.3,68.5
english muffin mcdonalds,97,2.3,1.1,15.4,1.1,2.9,1.5,5.7,0.2,20.7,0.031,0.0,0.3,0.004,0.0,0.2,2.7,0.3,0.036,0.0,0.0,0.3,0.0,166.4,0.08,1.8,13.1,0.3,68.4,73.0,0.0,0.5,0.0,24.548
french fries mcdonalds,378,18.1,2.7,8.6,5.5,49.8,0.2,4.0,4.6,0.0,0.2,42.9,0.052,0.0,0.2,0.0,0.0,0.037,3.8,0.7,0.4,6.6,0.0,1.6,0.003,22.2,0.1,0.9,43.3,0.3,148.6,697.3,0.07,77.129
french fries burger king,207,9.2,1.6,2.4,4.4,28.6,0.4,2.4,2.1,0.0,0.2,32.5,0.085,0.0,0.1,0.0,0.0,0.026,1.6,0.4,0.2,1.6,0.0,1.8,0.083,12.6,0.005,0.5,20.0,0.2,88.1,345.6,0.0,42.635
original taco with beef cheese lettuce taco bell,158,8.8,3.0,3.0,2.1,13.7,0.6,6.1,2.7,19.3,0.3,39.3,0.0,0.056,0.056,0.052,0.065,1.1,0.0,0.086,0.3,0.0,0.4,0.068,61.4,0.094,0.8,22.1,0.2,122.8,144.2,0.021,1.2,93.8
french toast sticks burger king,73,3.7,0.8,2.0,0.5,8.7,2.1,1.3,0.3,0.0,0.014,7.0,0.0,0.066,0.0,0.0,0.039,0.5,0.072,0.037,0.0,0.0,0.2,0.009,11.1,0.036,0.4,4.0,0.068,18.3,23.3,0.049,0.1,25.5
mcchicken mcdonalds,358,17.3,3.1,5.8,6.5,36.6,4.7,13.7,1.7,35.4,0.8,60.4,0.1,0.0,0.3,0.0,0.034,0.3,5.2,0.0,0.0,0.0,0.0,0.0,0.0,115.3,0.1,2.3,26.2,0.5,182.1,226.6,0.0,69.5
sausage burrito mcdonalds,339,17.1,6.1,6.5,2.4,24.2,1.4,13.0,1.2,172.9,0.8,55.8,0.004,0.2,0.045,0.036,0.3,1.9,0.9,0.4,0.9,0.0,0.2,0.0,203.4,0.005,1.8,19.2,0.2,247.5,154.8,0.0,1.3,261.627
onion rings fried,27,1.6,0.3,0.4,0.8,2.8,0.4,0.3,0.2,0.0,0.015,1.6,0.0,0.045,0.0,0.0,0.07,0.001,0.076,0.076,0.055,0.0,0.3,0.0,7.5,0.075,0.038,1.2,0.021,10.3,10.9,0.011,0.007,12.551
onion rings burger king,379,23.0,3.8,6.3,11.1,39.7,4.9,3.5,2.5,0.0,0.7,22.3,0.0,0.1,0.0,0.0,0.063,0.6,0.3,0.1,1.3,0.0,4.5,0.0,104.7,0.012,0.7,17.3,0.3,143.8,152.0,0.023,0.5,175.4
turkey patty fried,79,5.0,1.3,2.1,1.3,4.4,0.053,3.9,0.1,21.0,0.2,13.9,0.088,0.096,0.083,0.054,0.032,0.6,0.1,0.069,0.0,0.078,0.3,0.074,3.9,0.027,0.6,4.2,0.049,75.6,77.0,0.054,0.4,17.934
hotcakes with syrup mcdonalds,601,17.8,1.8,1.9,4.6,101.8,45.5,9.0,2.0,19.9,0.6,89.7,0.0,0.4,0.1,0.0,0.4,3.2,1.1,0.1,0.0,0.0,0.0,0.0,126.0,0.1,2.8,28.7,0.4,391.2,276.3,0.0,0.6,259.4
corn dog,195,9.4,2.7,3.7,2.6,21.0,5.9,6.7,0.8,34.3,0.5,39.2,0.1,0.028,0.1,0.014,0.023,0.1,2.2,0.6,0.059,0.4,0.044,0.5,0.086,56.2,0.1,1.5,13.3,0.029,174.7,97.5,0.012,38.257
chicken box mcdonalds,70,4.0,0.8,2.8,0.011,5.5,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7
scrambled eggs mcdonalds,98,7.5,2.1,2.7,1.1,0.9,0.1,7.7,0.0,217.8,0.04,34.1,0.046,0.018,0.029,0.008,0.3,0.034,0.6,0.011,0.0,0.0,0.7,0.0,33.7,0.096,1.1,6.1,0.049,133.1,70.9,0.0,0.7,50.931
egg mcmuffin mcdonalds,287,12.2,4.5,3.4,2.2,27.3,2.7,17.2,1.4,207.9,0.8,66.3,0.1,0.0,0.3,0.038,0.0,0.5,3.9,1.1,0.2,1.5,0.0,0.7,0.0,241.9,0.1,2.9,25.2,0.3,252.0,218.0,0.0,58.5
biscuit large mcdonalds,310,14.4,8.3,3.4,2.0,39.4,2.7,5.5,1.8,0.0,0.9,27.6,0.095,0.4,0.1,0.046,0.3,3.7,0.4,0.088,0.0,0.0,1.1,0.0,68.4,0.091,2.5,9.9,0.2,397.8,108.0,0.0,0.4,132.022
hotcakes mcdonalds,113,2.9,0.6,0.6,1.5,19.0,4.4,3.0,0.7,6.4,0.2,23.9,0.0,0.1,0.088,0.0,0.1,1.1,0.4,0.005,0.0,0.0,0.3,0.0,41.7,0.054,0.9,9.4,0.1,129.0,85.8,0.0,0.2,68.2
chicken mcnuggets mcdonalds,48,3.2,0.5,1.3,0.9,2.4,0.025,2.5,0.0,7.0,0.009,7.5,0.071,0.0,0.023,0.0,0.005,0.049,1.2,0.1,0.072,0.2,0.0,0.0,0.0,1.8,0.017,0.1,3.8,0.073,43.5,40.3,0.0,8.181
chips chipotle,151,7.1,0.9,19.3,1.1,2.1,2.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4
biscuit mcdonalds,261,12.2,7.0,2.8,1.7,33.3,2.2,4.7,1.5,0.0,0.7,23.3,0.07,0.4,0.1,0.022,0.3,3.1,0.3,0.049,0.0,0.0,0.9,0.0,57.8,0.049,2.1,8.4,0.2,335.9,91.2,0.0,0.3,111.687
rice bowl with chicken,36,0.4,0.01,0.1,0.1,6.4,1.2,1.6,0.2,4.5,0.064,19.6,0.026,0.068,0.094,0.014,0.07,0.6,0.1,0.07,0.8,0.0,0.08,0.043,3.7,0.057,0.008,4.0,0.075,26.6,34.8,0.035,0.1,13.178
spaghetti with meatballs,200,8.2,2.9,3.3,1.1,22.9,5.8,8.7,5.4,14.0,0.6,157.6,0.2,0.072,0.2,0.08,0.083,0.1,4.0,0.6,0.1,3.8,0.049,1.0,0.036,58.0,0.1,2.1,26.0,0.3,114.0,434.0,0.057,45.656
meat ravioli canned,259,8.9,3.7,4.2,0.6,36.0,6.3,8.9,4.2,13.1,0.9,205.1,0.088,0.1,0.039,0.063,0.2,3.4,0.0,0.2,0.0,0.0,1.4,0.09,34.1,0.1,2.8,34.1,0.4,112.7,442.8,0.019,1.2,94.963
cheese ravioli canned,186,3.5,1.7,1.0,0.4,33.0,9.0,6.0,3.1,7.3,0.7,195.8,0.0,0.2,0.011,0.0,0.2,2.6,0.7,0.2,0.0,0.0,2.1,0.067,79.9,0.3,1.8,36.3,0.4,121.0,561.4,0.043,0.9,127.3
cheeseburger mcdonalds,313,14.0,5.3,4.3,0.4,33.1,7.4,15.4,1.3,41.7,0.7,53.6,0.0,0.3,0.095,0.02,0.3,4.8,0.0,0.0,0.7,0.0,0.0,0.0,198.7,0.1,2.8,23.8,0.3,166.6,238.0,0.0,2.3,266.0
premium grilled chicken classic sandwich mcdonalds,366,8.6,1.7,2.3,4.1,44.6,10.0,28.3,2.8,68.0,0.8,114.6,0.051,0.4,0.0,0.065,0.4,13.0,1.9,0.6,6.4,0.0,1.1,0.0,74.0,0.1,3.0,56.0,0.7,390.0,456.0,0.0,1.4,167.718
veggie burger,124,4.4,1.0,1.2,1.4,10.0,0.7,11.0,3.4,3.5,0.4,42.8,0.0,1.9,0.045,0.02,0.2,2.6,0.2,0.2,3.2,0.0,0.2,0.069,95.2,0.1,1.7,39.2,0.7,144.2,233.1,0.017,0.9,128.9
cheeseburger,292,13.2,6.0,5.1,1.4,28.7,5.9,15.0,1.6,41.4,0.6,55.3,0.5,0.087,0.4,0.083,0.091,0.2,3.5,0.3,1.1,0.7,0.042,0.3,0.04,105.8,0.1,3.2,25.3,0.3,154.1,204.7,0.021,60.289
premium grilled chicken ranch blt sandwich mcdonalds,412,10.9,3.0,3.8,3.4,44.3,10.5,33.7,2.8,76.8,1.0,108.3,0.0,0.4,0.0,0.0,0.4,12.5,1.8,0.0,9.9,0.0,0.0,0.0,76.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,181.4
filet o fish mcdonalds,378,19.6,3.8,5.4,8.0,35.4,4.9,15.1,1.9,42.9,0.6,61.3,0.0,0.3,0.073,0.054,0.2,3.0,0.0,0.0,0.4,0.0,1.6,0.058,160.8,0.025,2.1,36.2,0.4,183.6,294.8,0.017,0.8,235.3
hamburger burger king,258,10.4,3.8,4.2,1.2,26.5,5.5,14.7,2.0,34.7,0.5,45.5,0.5,0.0,0.3,0.026,0.0,0.2,3.9,0.2,0.056,0.2,0.0,0.068,0.049,75.2,0.1,2.8,24.8,0.3,124.7,214.8,0.055,54.28
roast beef sandwich,364,15.3,5.1,5.9,2.6,33.1,5.7,22.6,1.9,44.7,1.0,74.4,0.6,0.035,0.3,0.015,0.012,0.4,6.5,0.9,0.3,0.0,0.0,0.6,0.039,82.0,0.1,3.9,34.3,0.1,298.0,333.8,0.055,73.951
hamburger,255,9.9,3.5,3.7,1.3,28.7,5.8,12.9,1.7,28.1,0.5,43.5,0.4,0.088,0.3,0.082,0.092,0.2,3.9,0.3,0.1,0.3,0.041,0.053,0.068,112.5,0.027,2.8,21.3,0.2,106.7,191.1,0.017,53.859
hamburger mcdonalds,251,9.6,3.3,3.6,1.3,28.8,5.7,12.3,1.2,25.7,0.5,42.3,0.4,0.0,0.2,0.03,0.008,0.2,4.3,0.0,0.0,0.6,0.0,0.0,0.0,120.7,0.049,2.7,20.0,0.3,101.7,182.4,0.066,52.357
pepperoni pizza dominos,308,12.6,5.4,3.8,2.4,36.0,4.2,12.7,2.4,28.3,0.7,49.0,0.0,0.4,0.0,0.014,0.2,3.9,0.0,0.024,0.9,0.0,1.1,0.034,159.3,0.1,2.6,27.1,0.4,215.8,206.8,0.038,1.5,226.5
sausage pizza,325,14.3,5.8,4.7,2.7,35.5,3.9,13.3,2.7,26.7,0.7,49.9,0.3,0.019,0.4,0.1,0.055,0.2,4.4,0.0,0.099,2.0,0.0,1.1,0.078,167.0,0.1,2.8,27.8,0.4,223.9,228.5,0.003,66.337
pepperoni pizza,313,13.2,5.7,4.3,2.3,35.5,3.6,13.0,2.6,27.8,0.8,46.4,0.3,0.035,0.5,0.1,0.001,0.2,4.6,0.0,0.093,1.0,0.0,1.0,0.05,169.8,0.1,2.8,26.6,0.4,219.8,216.5,0.022,64.836
pepperoni pizza pizza hut,269,10.9,5.0,3.9,2.0,30.3,3.5,12.3,1.6,25.0,0.8,39.7,0.087,0.3,0.0,0.073,0.3,3.9,0.4,0.1,0.0,0.0,0.7,0.037,148.8,0.038,2.1,22.1,0.4,209.3,198.7,0.021,1.6,206.086
cheese pizza pizza hut,260,10.5,4.8,2.8,1.8,30.0,3.2,11.5,1.7,23.0,0.7,41.6,0.075,0.3,0.0,0.033,0.2,3.2,0.3,0.1,0.0,0.0,0.7,0.039,200.6,0.003,1.9,21.1,0.3,239.0,166.1,0.022,1.6,256.272
cheese pizza,285,10.4,4.8,2.8,1.8,35.7,3.8,12.2,2.5,18.2,0.6,46.2,0.3,0.001,0.4,0.014,0.023,0.2,4.1,0.0,0.066,1.5,0.0,0.9,0.082,201.2,0.1,2.7,25.7,0.4,231.1,184.0,0.031,61.304
cheese pizza dominos,278,9.7,4.4,2.3,2.0,35.9,4.3,11.7,2.4,18.4,0.6,48.5,0.068,0.3,0.0,0.037,0.2,3.6,0.5,0.051,1.0,0.0,1.1,0.028,180.4,0.1,2.5,25.9,0.3,220.3,173.9,0.026,1.3,243.663
meat vegetable pizza,332,14.8,6.0,5.2,2.6,34.5,5.1,15.0,3.0,36.7,0.8,68.5,0.032,0.3,0.045,0.045,0.4,4.2,0.6,0.1,0.1,0.0,1.2,0.065,163.2,0.2,2.5,31.3,0.4,248.9,250.2,0.075,1.7,233.148
fish sandwich with cheese,374,19.6,3.8,5.4,8.0,35.4,4.9,15.1,0.0,49.6,0.6,61.3,0.0,0.3,0.0,0.007,0.3,3.1,0.3,0.044,2.0,0.0,0.0,0.0,160.8,0.092,2.1,36.2,0.4,183.6,294.8,0.0,0.8,235.0
fish sticks,78,4.5,1.0,0.9,2.2,6.1,0.5,3.1,0.4,7.8,0.1,13.9,0.055,0.006,0.037,0.039,0.3,0.082,0.4,0.0,0.038,0.0,0.0,1.9,0.089,4.5,0.3,0.2,7.0,0.0,53.5,51.8,0.072,14.563
sardines in tomato sauce canned,165,9.3,2.4,4.3,1.9,0.5,0.4,18.6,0.009,54.3,0.4,59.5,0.036,0.014,0.093,0.098,0.2,3.7,0.6,0.1,0.9,0.017,1.2,0.012,213.6,0.2,2.0,30.3,0.2,325.7,303.5,0.024,1.2,244.978
shrimp fried,52,3.2,0.7,2.0,0.3,4.8,0.086,1.3,0.1,9.9,0.2,7.2,0.01,0.037,0.029,0.075,0.065,0.2,0.0,0.021,0.0,0.0,0.4,0.04,4.9,0.012,0.1,2.7,0.015,31.5,13.9,0.021,0.069,14.433
eggnog,224,10.6,6.6,3.3,0.5,20.4,20.4,11.6,0.0,149.9,0.1,209.7,0.1,0.074,0.02,0.006,0.5,0.3,1.1,0.1,3.8,0.055,0.5,0.011,330.2,0.051,0.5,48.3,0.024,276.9,419.1,0.094,1.2,377.2
whiskey sour mix,26,0.072,0.069,0.034,0.012,6.3,6.3,0.051,0.0,0.0,0.073,23.1,0.0,0.089,0.0,0.0,0.07,0.0,0.032,0.0,0.8,0.0,0.0,0.0,0.6,0.0,0.047,0.3,0.0,1.8,8.3,0.015,0.08,7.914
daiquiri,112,0.036,0.063,0.038,0.012,4.2,3.3,0.035,0.001,0.0,0.008,41.8,0.0,0.021,0.047,0.0,0.065,0.022,0.074,0.003,1.0,0.0,0.092,0.009,1.8,0.098,0.033,1.2,0.04,3.0,12.6,0.04,0.091,7.243
pina colada,245,2.7,2.3,0.1,0.035,32.0,31.5,0.6,0.4,0.0,0.089,91.6,0.0,0.0,0.038,0.038,0.0,0.002,0.2,0.01,0.019,6.9,0.0,0.056,0.08,11.3,0.1,0.3,11.3,0.7,9.9,100.1,0.064,35.877
vodka smirnoff,13,0.4,0.013,0.077,0.073,2.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4
coffee liqueur,96,0.038,0.096,0.03,0.042,13.8,13.7,0.041,0.0,0.0,0.093,9.1,0.0,0.042,0.0,0.0,0.075,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.019,0.02,0.9,0.011,1.8,8.9,0.053,0.097,14.241
chocolate frosting,81,3.6,1.1,1.8,0.5,13.0,11.8,0.2,0.2,0.0,0.025,3.5,0.0,0.026,0.069,0.0,0.097,0.024,0.005,0.085,0.0,0.0,0.3,0.0,1.6,0.045,0.3,4.3,0.064,16.2,40.2,0.094,0.062,18.9
agave syrup,21,0.081,0.0,0.0,0.0,5.3,4.7,0.025,0.01,0.0,0.09,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088,0.071,0.042,0.034,0.049,0.009,0.3,0.0,0.008,5.456
vanilla extract,12,0.069,0.003,0.06,0.001,0.5,0.5,0.0,0.0,0.0,0.061,2.2,0.0,0.041,0.0,0.0,0.083,0.002,0.039,0.079,0.0,0.0,0.0,0.0,0.5,0.03,0.019,0.5,0.066,0.3,6.2,0.0,0.065,1.213
egg yolk dried,27,2.3,0.7,0.9,0.4,0.054,0.002,1.3,0.0,92.3,0.071,0.1,0.01,0.041,0.036,0.092,0.025,0.065,0.4,0.078,0.0,0.065,0.2,0.074,12.3,0.015,0.4,1.0,0.071,41.6,10.6,0.098,0.3,16.368
baking chocolate,145,15.2,9.4,4.7,0.5,8.7,0.3,3.7,4.8,0.0,0.049,0.4,0.0,0.023,0.098,0.0,0.002,0.4,0.088,0.015,0.0,0.0,0.1,0.097,29.3,0.9,5.0,94.8,1.2,116.0,240.7,0.072,2.8,66.7
fondant,106,0.009,0.0,0.0,0.0,26.4,25.2,0.0,0.0,0.0,0.022,1.9,0.0,0.062,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.095,0.09,0.0,0.0,0.0,1.1,0.045,0.037,27.396
maple sugar,42,0.061,0.076,0.037,0.09,10.9,10.2,0.036,0.0,0.0,0.031,1.0,0.0,0.016,0.0,0.0,0.021,0.015,0.032,0.04,0.0,0.0,0.0,0.0,10.8,0.024,0.2,2.3,0.5,0.4,32.9,0.03,0.7,21.961
egg white raw,17,0.063,0.0,0.0,0.0,0.2,0.2,3.6,0.0,0.0,0.038,28.9,0.0,0.099,0.024,0.041,0.1,0.089,0.055,0.043,0.0,0.0,0.0,0.0,2.3,0.075,0.045,3.6,0.039,5.0,53.8,0.017,0.001,6.196
egg raw,80,5.3,1.8,2.0,1.1,0.4,0.2,7.0,0.0,208.3,0.08,42.6,0.066,0.011,0.048,0.013,0.3,0.018,0.9,0.099,0.0,0.038,0.6,0.016,31.4,0.071,1.0,6.7,0.057,110.9,77.3,0.023,0.7,45.156
pineapple topping,860,0.3,0.066,0.1,0.2,225.8,71.4,0.3,1.4,0.0,0.1,112.2,0.0,0.1,0.026,0.0,0.008,0.3,0.059,0.012,10.5,0.0,0.054,0.032,20.4,0.2,0.4,20.4,0.2,10.2,146.2,0.026,0.2,259.1
egg yolk raw,55,4.5,1.6,2.0,0.7,0.6,0.08,2.7,0.0,184.5,0.006,8.9,0.009,0.014,0.04,0.098,0.064,0.042,0.5,0.061,0.0,0.078,0.4,0.034,21.9,0.069,0.5,0.9,0.013,66.3,18.5,0.039,0.4,30.27
egg dried,30,2.2,0.7,0.9,0.3,0.047,0.05,2.4,0.0,81.5,0.06,0.2,0.044,0.026,0.016,0.09,0.02,0.079,0.3,0.075,0.0,0.027,0.1,0.075,11.8,0.017,0.2,1.7,0.063,31.5,27.0,0.017,0.2,16.62
strawberry topping,53,0.096,0.071,0.083,0.063,13.9,5.7,0.014,0.1,0.0,0.099,6.9,0.0,0.077,0.03,0.0,0.051,0.049,0.063,0.024,2.9,0.0,0.079,0.029,1.3,0.078,0.014,0.8,0.002,1.1,10.7,0.005,0.079,18.34
egg substitute powder,126,3.7,1.1,1.5,0.5,6.2,6.2,15.7,0.0,161.9,0.2,1.1,0.1,0.006,0.017,0.049,0.5,0.2,1.0,0.074,0.2,0.0,0.4,0.025,92.3,0.017,0.9,18.4,0.045,135.3,210.6,0.032,0.5,119.1
